battery,cycle,discharge_capacity,avg_voltage,end_voltage,discharge_time,cv_charge_time,Re,Rct,SOH,RUL
B0006,109,1.395164,3.420332,3.582384,2975.297000,8606.171000,0.074229,0.097946,0.685471,0
B0006,110,1.394534,3.419292,3.583670,2974.985000,9285.828000,0.073593,0.097943,0.685161,-1
B0006,111,1.389317,3.414352,3.585625,2966.250000,9392.063000,0.074290,0.097828,0.682598,-2
B0006,112,1.383838,3.412701,3.588984,2956.359000,9423.750000,0.074362,0.100297,0.679906,-3
B0006,113,1.373681,3.410410,3.586470,2956.344000,8642.047000,0.073088,0.100286,0.674916,-4
B0006,114,1.378606,3.414419,3.592352,2956.406000,9434.172000,0.073906,0.100348,0.677335,-5
B0006,115,1.373760,3.413171,3.596312,2947.266000,9440.828000,0.074065,0.099037,0.674954,-6
B0006,116,1.368258,3.410702,3.600239,2937.984000,9464.719000,0.074341,0.100679,0.672251,-7
B0006,117,1.363302,3.408906,3.604262,2929.125000,9488.063000,0.074984,0.100381,0.669816,-8
B0006,118,1.358097,3.413408,3.610209,2928.454000,9208.844000,0.073634,0.100343,0.667259,-9
B0006,119,1.353269,3.411221,3.604385,2929.375000,8898.078000,0.074957,0.098675,0.664887,-10
B0006,120,1.384161,3.415521,3.592940,2946.031000,8824.515000,0.075133,0.099885,0.680064,-11
B0006,121,1.405147,3.422984,3.586262,2955.438000,8922.141000,0.074564,0.094655,0.690375,-12
B0006,122,1.378719,3.414757,3.599373,2937.625000,9265.328000,0.075928,0.100330,0.677391,-13
B0006,123,1.368266,3.414359,3.613313,2929.078000,9259.922000,0.075509,0.101161,0.672255,-14
B0006,124,1.357315,3.409189,3.612916,2918.375000,9486.172000,0.074610,0.101459,0.666875,-15
B0006,125,1.352493,3.411930,3.623077,2919.812000,9421.453000,0.074880,0.100603,0.664506,-16
B0006,126,1.347410,3.409442,3.622541,2900.422000,9495.704000,0.075281,0.102545,0.662008,-17
B0006,127,1.337008,3.408190,3.626276,2901.375000,9484.079000,0.074996,0.101387,0.656897,-18
B0006,128,1.331235,3.407379,3.630940,2901.187000,9562.766000,0.076359,0.101432,0.654061,-19
B0006,129,1.325930,3.408586,3.636652,2891.640000,8891.360000,0.074777,0.102809,0.651455,-20
B0006,130,1.321579,3.404844,3.633649,2882.906000,9376.844000,0.076011,0.102075,0.649317,-21
B0006,131,1.321225,3.408106,3.640853,2883.265000,9602.500000,0.076323,0.102432,0.649143,-22
B0006,132,1.315649,3.409173,3.646304,2882.969000,9618.359000,0.074995,0.102596,0.646403,-23
B0006,133,1.320903,3.411082,3.643186,2891.656000,9560.110000,0.076559,0.103018,0.648985,-24
B0006,134,1.347433,3.416749,3.630092,2901.250000,9629.281000,0.076559,0.103018,0.662019,-25
B0006,135,1.326013,3.416969,3.644383,2891.703000,9444.391000,0.073485,0.097215,0.651495,-26
B0006,136,1.310119,3.410576,3.647725,2883.016000,9595.469000,0.076278,0.102093,0.643686,-27
B0006,137,1.305216,3.411334,3.654759,2873.453000,9622.531000,0.076281,0.101230,0.641278,-28
B0006,138,1.300406,3.408128,3.649848,2874.031000,9343.985000,0.075591,0.101700,0.638914,-29
B0006,139,1.300236,3.412573,3.654795,2874.234000,9515.250000,0.074369,0.101951,0.638831,-30
B0006,140,1.289507,3.407694,3.655197,2864.984000,9275.875000,0.075549,0.103391,0.633559,-31
B0006,141,1.279253,3.407350,3.660920,2855.093000,9054.656000,0.075438,0.101902,0.628521,-32
B0006,142,1.279208,3.409292,3.666551,2855.625000,9620.610000,0.075283,0.102128,0.628499,-33
B0006,143,1.274037,3.409549,3.664830,2855.594000,9551.672000,0.075043,0.102348,0.625958,-34
B0006,144,1.274127,3.410319,3.667071,2847.437000,9515.750000,0.074931,0.103165,0.626003,-35
B0006,145,1.263764,3.409269,3.671064,2847.360000,8875.828000,0.075559,0.101716,0.620911,-36
B0006,146,1.258137,3.409437,3.675528,2837.328000,9433.016000,0.075291,0.103991,0.618147,-37
B0006,147,1.253260,3.403885,3.672912,2837.281000,9525.407000,0.076959,0.102781,0.615750,-38
B0006,148,1.253231,3.406593,3.672943,2838.515000,9759.672000,0.075825,0.104106,0.615736,-39
B0006,149,1.248087,3.409593,3.676427,2828.328000,8986.610000,0.075912,0.104944,0.613209,-40
B0006,150,1.253435,3.409410,3.678748,2838.265000,9514.375000,0.076293,0.106471,0.615837,-41
B0006,151,1.289805,3.419549,3.666024,2864.547000,9830.172000,0.074298,0.097272,0.633706,-42
B0006,152,1.263540,3.415180,3.673518,2846.390000,9640.860000,0.075288,0.101313,0.620801,-43
B0006,153,1.247976,3.415459,3.679265,2837.969000,9479.360000,0.075251,0.102631,0.613154,-44
B0006,154,1.232120,3.413034,3.681001,2838.156000,9016.094000,0.075796,0.103376,0.605364,-45
B0006,155,1.227114,3.409452,3.681621,2829.843000,9387.391000,0.076343,0.104594,0.602904,-46
B0006,156,1.221740,3.413850,3.687058,2829.625000,9514.062000,0.075486,0.104157,0.600264,-47
B0006,157,1.211103,3.410901,3.686610,2819.437000,9269.312000,0.075678,0.104989,0.595038,-48
B0006,158,1.205616,3.410574,3.688664,2819.579000,9579.531000,0.076397,0.106256,0.592342,-49
B0006,159,1.200894,3.409651,3.689428,2810.672000,9828.094000,0.075541,0.103252,0.590022,-50
B0006,160,1.190590,3.412858,3.691558,2811.485000,9314.140000,0.077586,0.104731,0.584960,-51
B0006,161,1.185179,3.413451,3.692495,2802.422000,9345.203000,0.079141,0.104106,0.582301,-52
B0006,162,1.179671,3.414388,3.693907,2801.625000,9600.203000,0.077035,0.104303,0.579595,-53
B0006,163,1.174595,3.412419,3.694626,2802.031000,9499.625000,0.075587,0.105450,0.577101,-54
B0006,164,1.153818,3.414810,3.696327,2793.390000,9236.969000,0.076800,0.105058,0.566893,-55
B0006,165,1.164401,3.416618,3.697170,2793.390000,9404.547000,0.077734,0.105526,0.572092,-56
B0006,166,1.158797,3.412134,3.696674,2792.485000,9674.281000,0.076498,0.106684,0.569339,-57
B0006,167,1.174975,3.419700,3.693059,2802.016000,9000.375000,0.076934,0.105898,0.577287,-58
B0006,168,1.185675,3.423469,3.691809,2820.390000,9282.375000,0.073589,0.099995,0.582545,-59
B0007,1,1.891052,3.522007,3.062113,3690.234000,6998.906000,0.038168,0.061581,1.000000,167
B0007,2,1.880637,3.531949,3.079226,3672.344000,7308.563000,0.038168,0.061581,0.994492,166
B0007,3,1.880663,3.534403,3.063266,3651.641000,7268.750000,0.038168,0.061581,0.994506,165
B0007,4,1.880771,3.534925,3.039421,3631.563000,7180.078000,0.038168,0.061581,0.994563,164
B0007,5,1.879451,3.534537,3.043167,3629.172000,7278.391000,0.038168,0.061581,0.993865,163
B0007,6,1.880700,3.541163,3.123388,3652.281000,7574.734000,0.038168,0.061581,0.994526,162
B0007,7,1.879935,3.541166,3.118582,3650.828000,7581.250000,0.038168,0.061581,0.994121,161
B0007,8,1.881509,3.549458,3.048429,3572.453000,6918.828000,0.038168,0.061581,0.994953,160
B0007,9,1.869691,3.550281,3.016246,3550.594000,6932.625000,0.038168,0.061581,0.988704,159
B0007,10,1.870052,3.548135,3.005453,3551.250000,6951.797000,0.038168,0.061581,0.988895,158
B0007,11,1.870044,3.548427,2.966533,3530.250000,6899.938000,0.038168,0.061581,0.988891,157
B0007,12,1.859652,3.556043,2.958348,3491.016000,6866.421000,0.038168,0.061581,0.983395,156
B0007,13,1.859075,3.560485,2.896976,3470.281000,6756.359000,0.038168,0.061581,0.983090,155
B0007,14,1.859008,3.556287,2.876005,3470.000000,7564.688000,0.038168,0.061581,0.983055,154
B0007,15,1.859362,3.564775,2.949033,3450.297000,6726.125000,0.038168,0.061581,0.983242,153
B0007,16,1.858736,3.565439,2.817579,3429.407000,6828.547000,0.038168,0.061581,0.982911,152
B0007,17,1.847817,3.565962,1.857555,3409.484000,6761.422000,0.038168,0.061581,0.977137,151
B0007,18,1.848525,3.572497,2.165756,3390.422000,6813.594000,0.038168,0.061581,0.977511,150
B0007,19,1.848379,3.569949,2.027069,3390.281000,7008.641000,0.038168,0.061581,0.977434,149
B0007,20,1.880781,3.546434,2.990509,3591.734000,7179.140000,0.038168,0.061581,0.994568,148
B0007,21,1.881472,3.553197,2.924444,3552.297000,7006.500000,0.039713,0.061807,0.994934,147
B0007,22,1.881095,3.559934,2.985702,3531.578000,6999.968000,0.038401,0.061001,0.994735,146
B0007,23,1.871009,3.559560,2.862448,3492.907000,6831.188000,0.037105,0.060076,0.989401,145
B0007,24,1.870200,3.552385,2.913932,3511.594000,7549.765000,0.037834,0.061294,0.988973,144
B0007,25,1.870672,3.570767,2.050649,3431.937000,6860.796000,0.037520,0.060073,0.989223,143
B0007,26,1.859612,3.565722,1.825437,3431.125000,6861.172000,0.037397,0.061233,0.983374,142
B0007,27,1.860034,3.571284,2.134879,3412.406000,7400.375000,0.035920,0.060571,0.983597,141
B0007,28,1.859165,3.567972,1.970455,3410.688000,7380.891000,0.037386,0.061317,0.983138,140
B0007,29,1.848140,3.564631,1.813269,3410.718000,6959.484000,0.037891,0.060329,0.977308,139
B0007,30,1.849202,3.568984,2.048366,3392.719000,7605.484000,0.037157,0.061035,0.977869,138
B0007,31,1.883468,3.564621,2.882889,3470.672000,1674.484000,0.041057,0.070660,0.995989,137
B0007,32,1.862821,3.569439,2.117780,3414.109000,6894.172000,0.041759,0.064456,0.985071,136
B0007,33,1.852085,3.568742,2.163745,3395.219000,6943.468000,0.042327,0.064142,0.979394,135
B0007,34,1.846950,3.564242,2.045656,3386.000000,7491.485000,0.039673,0.063338,0.976679,134
B0007,35,1.836828,3.565304,2.135620,3368.187000,6895.703000,0.040465,0.063972,0.971326,133
B0007,36,1.837162,3.565432,2.042987,3368.266000,7452.672000,0.040831,0.062922,0.971502,132
B0007,37,1.831672,3.562230,1.978616,3358.719000,7343.719000,0.040787,0.063389,0.968599,131
B0007,38,1.821147,3.564481,2.158454,3339.500000,6895.515000,0.039817,0.064467,0.963034,130
B0007,39,1.816506,3.561615,2.092604,3331.265000,7537.844000,0.038791,0.062810,0.960580,129
B0007,40,1.811382,3.563059,2.152889,3321.188000,7622.422000,0.041358,0.064093,0.957870,128
B0007,41,1.811606,3.562953,2.053742,3321.844000,7462.719000,0.041988,0.062907,0.957988,127
B0007,42,1.806055,3.563446,2.079330,3311.828000,7199.594000,0.041064,0.061830,0.955053,126
B0007,43,1.813204,3.563998,2.075979,3327.391000,7135.438000,0.039710,0.063083,0.958833,125
B0007,44,1.806264,3.560490,2.067435,3312.078000,7757.375000,0.047250,0.072726,0.955164,124
B0007,45,1.795831,3.556700,2.037264,3293.172000,7734.125000,0.046589,0.069387,0.949646,123
B0007,46,1.785885,3.558413,2.163267,3275.328000,7323.859000,0.045059,0.069281,0.944387,122
B0007,47,1.780327,3.556137,2.106632,3265.016000,7840.234000,0.045814,0.069665,0.941448,121
B0007,48,1.815076,3.569000,2.180927,3328.937000,6981.703000,0.049221,0.071343,0.959823,120
B0007,49,1.815703,3.571059,2.177350,3329.266000,6897.297000,0.048887,0.069685,0.960155,119
B0007,50,1.800243,3.566692,2.180136,3301.579000,7267.937000,0.048055,0.069886,0.951980,118
B0007,51,1.790448,3.563327,2.128630,3283.563000,6705.015000,0.047509,0.070373,0.946800,117
B0007,52,1.780343,3.559015,2.819149,3275.125000,7594.453000,0.048180,0.070480,0.941456,116
B0007,53,1.775329,3.556695,2.791499,3265.656000,6999.797000,0.048532,0.070350,0.938805,115
B0007,54,1.770263,3.555014,2.912700,3266.093000,7279.062000,0.049746,0.070960,0.936126,114
B0007,55,1.760081,3.552637,2.995988,3257.594000,7493.500000,0.049894,0.069888,0.930742,113
B0007,56,1.749648,3.547186,2.972677,3248.593000,7886.078000,0.047621,0.069596,0.925224,112
B0007,57,1.749650,3.546815,2.981409,3238.766000,7906.047000,0.046480,0.071098,0.925226,111
B0007,58,1.745029,3.544785,3.030747,3240.140000,7808.156000,0.047969,0.070893,0.922782,110
B0007,59,1.739646,3.546522,3.039062,3230.109000,7718.765000,0.048225,0.070977,0.919935,109
B0007,60,1.728564,3.540833,3.073272,3229.781000,7884.204000,0.049090,0.070229,0.914075,108
B0007,61,1.723900,3.542993,3.098779,3212.469000,6958.765000,0.048817,0.071894,0.911609,107
B0007,62,1.713979,3.536081,3.121368,3213.219000,7475.640000,0.048892,0.070126,0.906362,106
B0007,63,1.713970,3.539244,3.134629,3203.578000,7931.641000,0.047423,0.069078,0.906358,105
B0007,64,1.703652,3.534824,3.121006,3195.125000,8032.125000,0.048460,0.070838,0.900902,104
B0007,65,1.704014,3.536648,3.164501,3195.313000,7713.188000,0.048745,0.072489,0.901093,103
B0007,66,1.693572,3.535206,3.210026,3186.297000,7416.000000,0.048909,0.072244,0.895571,102
B0007,67,1.687658,3.532985,3.210590,3176.438000,7952.968000,0.050493,0.071478,0.892444,101
B0007,68,1.683074,3.532159,3.211653,3167.593000,7807.125000,0.049654,0.072815,0.890020,100
B0007,69,1.677927,3.530838,3.236789,3167.719000,7795.891000,0.049805,0.071837,0.887298,99
B0007,70,1.673206,3.529696,3.236252,3159.078000,7248.906000,0.049601,0.072121,0.884802,98
B0007,71,1.667437,3.528182,3.238140,3148.829000,8164.344000,0.049333,0.072638,0.881751,97
B0007,72,1.662266,3.526573,3.260791,3149.094000,8153.891000,0.048245,0.073444,0.879017,96
B0007,73,1.657424,3.524502,3.257638,3140.547000,8139.453000,0.050015,0.073819,0.876456,95
B0007,74,1.652539,3.522855,3.256198,3131.625000,8215.687000,0.047457,0.072556,0.873873,94
B0007,75,1.647217,3.522283,3.261238,3121.907000,8234.031000,0.048886,0.072899,0.871059,93
B0007,76,1.636414,3.518992,3.276791,3122.125000,7872.531000,0.049042,0.072024,0.865346,92
B0007,77,1.636255,3.517784,3.280205,3121.672000,8270.703000,0.048620,0.072235,0.865262,91
B0007,78,1.641119,3.521223,3.246331,3120.860000,8197.282000,0.048586,0.072234,0.867834,90
B0007,79,1.631570,3.517223,3.284794,3103.828000,8259.797000,0.048307,0.074496,0.862784,89
B0007,80,1.621213,3.512501,3.278208,3095.094000,8309.078000,0.048077,0.074038,0.857307,88
B0007,81,1.616427,3.512961,3.298512,3095.781000,7729.015000,0.048897,0.071937,0.854777,87
B0007,82,1.615824,3.512520,3.289213,3094.328000,8338.891000,0.050605,0.074005,0.854457,86
B0007,83,1.616724,3.515145,3.296161,3086.531000,8326.687000,0.055132,0.074632,0.854934,85
B0007,84,1.610866,3.513443,3.316099,3085.625000,8191.484000,0.052122,0.075303,0.851836,84
B0007,85,1.600660,3.509709,3.299350,3067.203000,7674.547000,0.050776,0.074964,0.846439,83
B0007,86,1.595917,3.504277,3.294106,3058.157000,8389.500000,0.051267,0.075412,0.843931,82
B0007,87,1.596218,3.509208,3.321072,3058.812000,8405.688000,0.051356,0.074965,0.844090,81
B0007,88,1.595807,3.509506,3.314896,3058.578000,8344.859000,0.051949,0.074699,0.843872,80
B0007,89,1.590651,3.505203,3.285250,3049.328000,8403.391000,0.051287,0.075395,0.841146,79
B0007,90,1.688821,3.528118,3.167886,3177.219000,8403.391000,0.055028,0.077059,0.893059,78
B0007,91,1.625994,3.519591,3.215577,3082.937000,8314.750000,0.053784,0.076307,0.859835,77
B0007,92,1.615743,3.514626,3.237322,3074.266000,8016.672000,0.053241,0.075583,0.854415,76
B0007,93,1.605663,3.511549,3.265128,3066.000000,8208.110000,0.052735,0.075743,0.849084,75
B0007,94,1.594975,3.510770,3.296447,3056.437000,8345.328000,0.054102,0.076059,0.843432,74
B0007,95,1.590410,3.508045,3.293762,3048.219000,8269.844000,0.053379,0.076877,0.841019,73
B0007,96,1.585352,3.507748,3.295608,3039.218000,8297.937000,0.055238,0.078844,0.838344,72
B0007,97,1.579974,3.506667,3.314531,3039.047000,8410.297000,0.054439,0.077854,0.835500,71
B0007,98,1.575219,3.506184,3.316266,3030.375000,7983.063000,0.054055,0.078211,0.832985,70
B0007,99,1.569798,3.505100,3.318055,3021.000000,8442.734000,0.053353,0.078199,0.830119,69
B0007,100,1.570257,3.505448,3.337661,3021.750000,8457.000000,0.053548,0.077998,0.830361,68
B0007,101,1.565250,3.500074,3.308471,3012.265000,8471.281000,0.054296,0.077556,0.827714,67
B0007,102,1.559634,3.501165,3.316162,3002.641000,8038.640000,0.054141,0.078491,0.824744,66
B0007,103,1.564982,3.500407,3.308645,3012.000000,8491.360000,0.054977,0.078639,0.827572,65
B0007,104,1.574979,3.507816,3.279761,3020.110000,7712.954000,0.053775,0.076163,0.832859,64
B0007,105,1.565281,3.502524,3.281690,3002.172000,8200.828000,0.054524,0.078173,0.827730,63
B0007,106,1.559755,3.505156,3.319291,2992.703000,7576.703000,0.054412,0.078168,0.824808,62
B0007,107,1.549898,3.498365,3.271442,2964.468000,8008.437000,0.054512,0.076511,0.819595,61
B0007,108,1.543877,3.500141,3.335512,2983.375000,8510.515000,0.052352,0.077256,0.816412,60
B0007,109,1.545019,3.499095,3.309263,2975.297000,7765.921000,0.055583,0.077235,0.817015,59
B0007,110,1.544594,3.501036,3.332978,2974.985000,8435.516000,0.054741,0.079018,0.816791,58
B0007,111,1.534309,3.497212,3.333294,2966.250000,8539.141000,0.055237,0.079939,0.811352,57
B0007,112,1.528760,3.496090,3.335626,2956.359000,8564.687000,0.057265,0.079423,0.808418,56
B0007,113,1.528926,3.495877,3.330409,2956.344000,7780.391000,0.051071,0.078765,0.808505,55
B0007,114,1.529092,3.493116,3.320623,2956.406000,8575.438000,0.055089,0.078067,0.808593,54
B0007,115,1.523906,3.492656,3.325516,2947.266000,8571.063000,0.055779,0.078243,0.805851,53
B0007,116,1.518668,3.492088,3.333109,2937.984000,8594.938000,0.058455,0.078088,0.803081,52
B0007,117,1.513648,3.490216,3.335711,2929.125000,8613.594000,0.054873,0.081143,0.800426,51
B0007,118,1.513605,3.490593,3.330940,2928.454000,8332.344000,0.056899,0.078872,0.800404,50
B0007,119,1.513947,3.491142,3.325286,2929.375000,8020.281000,0.055743,0.080057,0.800584,49
B0007,120,1.533960,3.492836,3.275520,2946.031000,7951.500000,0.054464,0.077920,0.811167,48
B0007,121,1.539137,3.502516,3.308772,2955.438000,8080.391000,0.059681,0.079515,0.813905,47
B0007,122,1.523625,3.492954,3.301563,2937.625000,8449.906000,0.056043,0.079913,0.805702,46
B0007,123,1.513581,3.491746,3.329413,2929.078000,8415.063000,0.057197,0.081853,0.800391,45
B0007,124,1.507785,3.490432,3.333007,2918.375000,8625.578000,0.055340,0.080867,0.797326,44
B0007,125,1.503196,3.488861,3.347244,2919.812000,8557.843000,0.057051,0.081538,0.794899,43
B0007,126,1.497822,3.489193,3.338319,2900.422000,8624.985000,0.057762,0.082066,0.792057,42
B0007,127,1.492849,3.487879,3.354004,2901.375000,8611.297000,0.057585,0.082933,0.789427,41
B0007,128,1.492414,3.486431,3.370180,2901.187000,8687.157000,0.056707,0.082688,0.789198,40
B0007,129,1.487483,3.481257,3.346043,2891.640000,8010.454000,0.058716,0.082942,0.786590,39
B0007,130,1.482535,3.482355,3.351869,2882.906000,8487.609000,0.057110,0.082390,0.783974,38
B0007,131,1.482787,3.483507,3.371261,2883.265000,8723.468000,0.057018,0.081657,0.784107,37
B0007,132,1.476971,3.478977,3.363638,2882.969000,8733.531000,0.057715,0.083974,0.781031,36
B0007,133,1.481902,3.483501,3.358875,2891.656000,8670.141000,0.056868,0.083735,0.783639,35
B0007,134,1.498137,3.489970,3.342159,2901.250000,8724.547000,0.056868,0.083735,0.792224,34
B0007,135,1.482078,3.484801,3.356559,2891.703000,8606.688000,0.060095,0.079580,0.783732,33
B0007,136,1.477116,3.478354,3.353642,2883.016000,8719.265000,0.054657,0.081969,0.781108,32
B0007,137,1.472077,3.475695,3.356801,2873.453000,8743.438000,0.058554,0.081713,0.778443,31
B0007,138,1.472248,3.481432,3.377870,2874.031000,8449.078000,0.058280,0.082822,0.778534,30
B0007,139,1.467011,3.479606,3.370719,2874.234000,8638.172000,0.065543,0.087126,0.775764,29
B0007,140,1.461767,3.478226,3.376336,2864.984000,8388.875000,0.063437,0.089612,0.772991,28
B0007,141,1.456695,3.474323,3.377108,2855.093000,8167.625000,0.064091,0.089231,0.770309,27
B0007,142,1.451355,3.473731,3.394007,2855.625000,8730.344000,0.064945,0.088279,0.767485,26
B0007,143,1.451616,3.474813,3.389807,2855.594000,8656.828000,0.063091,0.090665,0.767623,25
B0007,144,1.446816,3.476096,3.395298,2847.437000,8629.188000,0.063568,0.090368,0.765085,24
B0007,145,1.446757,3.468682,3.385838,2847.360000,7989.250000,0.063543,0.089937,0.765054,23
B0007,146,1.441380,3.466196,3.389881,2837.328000,8532.844000,0.063628,0.092450,0.762210,22
B0007,147,1.436246,3.468183,3.407342,2837.281000,8622.891000,0.065901,0.090033,0.759495,21
B0007,148,1.436815,3.467861,3.400524,2838.515000,8867.437000,0.064349,0.092834,0.759797,20
B0007,149,1.436295,3.466250,3.387848,2828.328000,8094.313000,0.064769,0.091220,0.759521,19
B0007,150,1.441858,3.462469,3.379845,2838.265000,8614.187000,0.063531,0.091167,0.762463,18
B0007,151,1.467206,3.480518,3.365956,2864.547000,8882.156000,0.064159,0.090329,0.775868,17
B0007,152,1.451864,3.472314,3.361029,2846.390000,8760.688000,0.066436,0.086716,0.767755,16
B0007,153,1.447138,3.474362,3.388753,2837.969000,8569.766000,0.063298,0.088374,0.765255,15
B0007,154,1.441791,3.472282,3.401063,2838.156000,8101.109000,0.061456,0.088896,0.762428,14
B0007,155,1.431631,3.470176,3.403129,2829.843000,8469.656000,0.063824,0.090174,0.757055,13
B0007,156,1.431808,3.463501,3.391848,2829.625000,8593.812000,0.064547,0.090248,0.757149,12
B0007,157,1.426256,3.467453,3.402983,2819.437000,8332.734000,0.062497,0.091155,0.754213,11
B0007,158,1.426088,3.467586,3.418116,2819.579000,8648.343000,0.063348,0.091726,0.754124,10
B0007,159,1.421263,3.462183,3.398949,2810.672000,8894.766000,0.067294,0.088776,0.751573,9
B0007,160,1.416327,3.465963,3.417481,2811.485000,8375.140000,0.065795,0.089137,0.748963,8
B0007,161,1.416578,3.460173,3.397326,2802.422000,8409.031000,0.067069,0.089317,0.749095,7
B0007,162,1.410840,3.464226,3.417694,2801.625000,8653.266000,0.064909,0.090757,0.746061,6
B0007,163,1.410995,3.458799,3.409762,2802.031000,8555.016000,0.064685,0.091260,0.746143,5
B0007,164,1.406171,3.462081,3.418468,2793.390000,8282.890000,0.064766,0.093315,0.743592,4
B0007,165,1.406336,3.457878,3.410207,2793.390000,8455.531000,0.064686,0.093572,0.743679,3
B0007,166,1.400455,3.461591,3.428899,2792.485000,8711.765000,0.064925,0.091327,0.740569,2
B0007,167,1.421787,3.462906,3.372148,2802.016000,8044.937000,0.062425,0.089812,0.751849,1
B0007,168,1.432455,3.475358,3.383857,2820.390000,8312.812000,0.067143,0.093314,0.757491,0
B0018,1,1.855005,3.527546,3.053230,3434.891000,7630.219000,0.065158,0.095554,1.000000,96
B0018,2,1.843196,3.534836,3.088200,3425.485000,7772.406000,0.062696,0.091619,0.993634,95
B0018,3,1.839602,3.538247,3.076858,3410.375000,7774.032000,0.061378,0.091883,0.991697,94
B0018,4,1.830674,3.537698,3.102424,3404.719000,7794.281000,0.061337,0.091412,0.986884,93
B0018,5,1.832700,3.542668,3.117644,3417.641000,7828.141000,0.061434,0.092019,0.987976,92
B0018,6,1.828529,3.545104,3.114007,3411.766000,7762.594000,0.061434,0.092019,0.985727,91
B0018,7,1.821201,3.547514,3.169283,3399.516000,7777.000000,0.062464,0.087845,0.981777,90
B0018,8,1.815170,3.544812,3.164680,3388.750000,7814.391000,0.062464,0.087845,0.978526,89
B0018,9,1.804298,3.543478,3.166891,3380.406000,7832.438000,0.062464,0.087845,0.972665,88
B0018,10,1.823100,3.543133,3.144176,3404.141000,7909.906000,0.059112,0.089898,0.982801,87
B0018,11,1.812125,3.545155,3.163512,3396.141000,7797.890000,0.059112,0.089898,0.976885,86
B0018,12,1.804692,3.545032,3.197453,3384.094000,7651.921000,0.061055,0.087955,0.972877,85
B0018,13,1.790844,3.544089,3.234382,3370.656000,7816.109000,0.061055,0.087955,0.965412,84
B0018,14,1.783471,3.541317,3.241811,3357.797000,7877.406000,0.061055,0.087955,0.961437,83
B0018,15,1.780939,3.541198,3.227334,3363.015000,7944.672000,0.061009,0.087107,0.960072,82
B0018,16,1.771209,3.541255,3.238448,3357.734000,7889.469000,0.061009,0.087107,0.954827,81
B0018,17,1.768630,3.542748,3.252365,3344.187000,7797.359000,0.060649,0.087549,0.953437,80
B0018,18,1.753630,3.541251,3.298356,3339.969000,7806.329000,0.060649,0.087549,0.945351,79
B0018,19,1.746220,3.535026,3.299099,3327.641000,7835.922000,0.060649,0.087549,0.941356,78
B0018,20,1.737665,3.532663,3.282912,3312.844000,8037.719000,0.062195,0.085710,0.936744,77
B0018,21,1.731517,3.533311,3.314360,3302.031000,8034.375000,0.062195,0.085710,0.933430,76
B0018,22,1.708595,3.527387,3.337096,3305.547000,6959.719000,0.061065,0.088485,0.921073,75
B0018,23,1.711470,3.529603,3.345396,3289.562000,8082.485000,0.061065,0.088485,0.922623,74
B0018,24,1.707502,3.528971,3.356539,3283.797000,8072.297000,0.061065,0.088485,0.920484,73
B0018,25,1.749238,3.532274,3.291272,3325.235000,8190.422000,0.059597,0.086841,0.942983,72
B0018,26,1.732770,3.532438,3.299725,3317.547000,7863.125000,0.059597,0.086841,0.934105,71
B0018,27,1.722231,3.536321,3.343788,3311.766000,7787.187000,0.062871,0.085006,0.928424,70
B0018,28,1.711846,3.533535,3.358208,3305.218000,7745.532000,0.062871,0.085006,0.922826,69
B0018,29,1.699268,3.527013,3.355478,3295.453000,7821.500000,0.062871,0.085006,0.916045,68
B0018,30,1.694037,3.529257,3.380672,3287.000000,8119.344000,0.060951,0.085443,0.913225,67
B0018,31,1.681903,3.527821,3.395570,3276.922000,7917.063000,0.060951,0.085443,0.906684,66
B0018,32,1.676977,3.525693,3.391300,3268.687000,7935.344000,0.062790,0.086111,0.904029,65
B0018,33,1.665523,3.524396,3.404047,3260.594000,7878.844000,0.062790,0.086111,0.897854,64
B0018,34,1.657192,3.520798,3.418829,3258.812000,7920.187000,0.062790,0.086111,0.893363,63
B0018,35,1.648224,3.519457,3.414850,3243.422000,8209.031000,0.062054,0.084104,0.888528,62
B0018,36,1.638770,3.513166,3.416022,3236.515000,8062.906000,0.062054,0.084104,0.883432,61
B0018,37,1.627649,3.517217,3.455016,3230.734000,8031.578000,0.061269,0.087113,0.877437,60
B0018,38,1.622154,3.512009,3.436281,3222.093000,8184.437000,0.061269,0.087113,0.874474,59
B0018,39,1.614007,3.509111,3.444997,3220.344000,8000.063000,0.061269,0.087113,0.870082,58
B0018,40,1.676052,3.516107,3.336282,3250.750000,8426.016000,0.062706,0.083811,0.903530,57
B0018,41,1.649301,3.519010,3.406910,3239.344000,7888.937000,0.062706,0.083811,0.889109,56
B0018,42,1.632383,3.512421,3.408536,3222.250000,7906.781000,0.060230,0.087785,0.879989,55
B0018,43,1.616416,3.508152,3.424619,3206.157000,8005.234000,0.060230,0.087785,0.871381,54
B0018,44,1.610903,3.508649,3.451040,3197.969000,8164.593000,0.060230,0.087785,0.868409,53
B0018,45,1.595464,3.505199,3.447128,3181.625000,8452.734000,0.061802,0.085163,0.860086,52
B0018,46,1.726707,3.523165,3.153252,3302.360000,4576.110000,0.061802,0.085163,0.930837,51
B0018,47,1.716567,3.527270,3.221000,3285.812000,7325.875000,0.061802,0.085163,0.925371,50
B0018,48,1.695824,3.526763,3.279534,3260.016000,7439.984000,0.063360,0.086008,0.914188,49
B0018,49,1.677778,3.523020,3.312914,3240.031000,7494.078000,0.063360,0.086008,0.904461,48
